hcp_id,hcp_name,city,specialty,loyalty_tier,potential_score,visits_per_month,post_visit_rx_lift_pct,priority_bucket,coverage_flag,assigned_rep_id,assigned_rep_name
938,Ucchal Srinivas,Jaipur,GP,Brand_Loyal,77,5.44,2.7971428571428567,Priority B,Appropriately-covered,21,Ekbal Garg
939,Neel Oza,Patna,Diabetologist,Switcher,69,4.67,-3.2249999999999996,Priority B,Appropriately-covered,81,Vansha Thakkar
940,Chakrika Chaudhuri,Lucknow,GP,Switcher,60,4.83,4.73875,Priority B,Appropriately-covered,15,Janaki Handa
941,Arjun Sharaf,Kolkata,Diabetologist,Brand_Loyal,65,2.06,0.3309999999999995,Priority B,Appropriately-covered,76,Madhavi Lanka
942,Jairaj Wason,Pune,GP,Switcher,59,3.17,7.08,Priority D,Appropriately-covered,102,Pallavi Malhotra
943,Girindra Barad,Mumbai,Diabetologist,Brand_Loyal,53,2.06,1.546923076923078,Priority D,Appropriately-covered,94,Yash Pingle
944,Praneel Kapoor,Chennai,Cardiologist,Switcher,71,2.28,0.5649999999999992,Priority B,Appropriately-covered,48,Kabir Soman
945,Eesha Bir,Mumbai,Diabetologist,Competitor_Loyal,79,1.72,-3.133636363636364,Priority B,Under-covered,89,Karan Mital
946,Udant Mohanty,Hyderabad,Diabetologist,Switcher,59,2.39,-5.8500000000000005,Priority D,Appropriately-covered,63,Irya Sampath
947,Jasmit Peri,Ahmedabad,GP,Switcher,44,2.33,44.05,Priority C,Appropriately-covered,110,Shivansh Krish
948,Kashish Suresh,Hyderabad,Diabetologist,Switcher,37,1.94,-7.0344444444444445,Priority D,Appropriately-covered,58,Ekavir Varkey
949,Siya Mahal,Hyderabad,Cardiologist,Competitor_Loyal,81,3.61,4.489999999999999,Priority B,Appropriately-covered,59,Arya Sunder
950,Varenya Kar,Hyderabad,Cardiologist,Switcher,63,2.94,-5.688888888888889,Priority B,Appropriately-covered,56,Ekavir Bhargava
951,Yash Balakrishnan,Ahmedabad,Diabetologist,Switcher,48,2.78,5.467142857142858,Priority D,Appropriately-covered,115,Amara Dutta
952,Krisha Vyas,Mumbai,GP,Competitor_Loyal,72,2.22,5.296923076923077,Priority B,Appropriately-covered,89,Karan Mital
953,Girik Sampath,Lucknow,Cardiologist,Brand_Loyal,41,4.11,1.6825,Priority D,Over-covered,17,Fariq Kaul
954,Siddharth Bains,Hyderabad,GP,Brand_Loyal,68,2.5,3.306666666666666,Priority B,Appropriately-covered,60,Kevin Solanki
955,Reva Viswanathan,Lucknow,Cardiologist,Switcher,73,5.22,0.78125,Priority B,Appropriately-covered,16,Chakradev Kari
956,Vincent Kashyap,Mumbai,Diabetologist,Brand_Loyal,91,1.83,4.029090909090909,Priority B,Under-covered,92,Tanay Toor
957,Eshana Soni,Patna,GP,Switcher,45,3.06,3.4850000000000003,Priority D,Over-covered,81,Vansha Thakkar
958,Nisha Chaudhari,Pune,Cardiologist,Competitor_Loyal,82,2.67,20.6125,Priority A,Appropriately-covered,105,Prisha Andra
959,Harish Sarraf,Delhi,Cardiologist,Competitor_Loyal,56,1.89,2.405,Priority D,Appropriately-covered,4,Ayushman Chander
960,Nilima Narain,Delhi,GP,Competitor_Loyal,68,1.94,5.014166666666667,Priority B,Appropriately-covered,2,Udant Dewan
961,Mitesh Lala,Ahmedabad,GP,Switcher,84,3.5,-0.0242857142857142,Priority B,Appropriately-covered,114,Gaurangi Sabharwal
962,Mitali Buch,Delhi,GP,Brand_Loyal,60,1.5,10.5375,Priority B,Appropriately-covered,1,Aryan Maharaj
963,Omkaar Rai,Bangalore,GP,Switcher,48,2.17,5.441000000000001,Priority D,Appropriately-covered,36,Advay Contractor
964,Shivani Natt,Kolkata,GP,Brand_Loyal,69,3.06,4.820909090909091,Priority B,Appropriately-covered,78,Mohammed Gupta
965,Indira Chawla,Delhi,Cardiologist,Switcher,66,2.17,5.79,Priority B,Appropriately-covered,3,Gagan Sami
966,Dakshesh Gill,Kolkata,Diabetologist,Competitor_Loyal,72,2.39,-1.3009090909090917,Priority B,Appropriately-covered,70,Faqid Savant
967,Aradhana Sane,Pune,Diabetologist,Switcher,33,1.39,3.013750000000001,Priority D,Appropriately-covered,105,Prisha Andra
968,Wazir Palan,Chennai,GP,Brand_Loyal,45,1.78,-2.26,Priority D,Appropriately-covered,47,Ekapad Walia
969,Ethan Sen,Bangalore,Diabetologist,Competitor_Loyal,79,2.11,15.533636363636363,Priority A,Appropriately-covered,41,Yashica Issac
970,Nirja Pandya,Delhi,GP,Competitor_Loyal,73,1.83,-2.098181818181818,Priority B,Under-covered,3,Gagan Sami
971,Jagdish Chana,Chennai,Diabetologist,Competitor_Loyal,56,2.17,7.737,Priority D,Appropriately-covered,48,Kabir Soman
972,Gagan Mammen,Chennai,GP,Competitor_Loyal,59,2.11,0.913,Priority D,Appropriately-covered,48,Kabir Soman
973,Gagan Sule,Mumbai,Cardiologist,Brand_Loyal,60,2.06,5.231538461538461,Priority B,Appropriately-covered,99,Baghyawati Kade
974,Bhavya Rattan,Delhi,Cardiologist,Switcher,69,2.17,7.113333333333333,Priority B,Appropriately-covered,1,Aryan Maharaj
975,Nakul Sarkar,Chennai,Cardiologist,Switcher,65,1.94,10.014,Priority B,Appropriately-covered,46,Farhan Chada
976,Abdul Sahni,Pune,Cardiologist,Brand_Loyal,73,3.11,8.184999999999999,Priority B,Appropriately-covered,107,Kala Divan
977,Faris Zacharia,Bangalore,Cardiologist,Switcher,83,2.56,-0.3718181818181815,Priority B,Appropriately-covered,41,Yashica Issac
978,Januja Pradhan,Lucknow,GP,Switcher,49,4.33,0.1862499999999998,Priority D,Appropriately-covered,18,Lajita Mall
979,Aayush Mukhopadhyay,Mumbai,Diabetologist,Brand_Loyal,47,1.72,-4.218181818181818,Priority D,Appropriately-covered,98,Hredhaan Dugal
980,Nirja Dhar,Kolkata,Diabetologist,Competitor_Loyal,70,2.28,2.3699999999999997,Priority B,Appropriately-covered,80,Dipta Bhandari
981,Hemangini Kakar,Kolkata,Diabetologist,Brand_Loyal,89,2.5,-0.989,Priority B,Appropriately-covered,74,Tanay Rattan
982,Wridesh Jhaveri,Bangalore,GP,Brand_Loyal,68,2.0,1.789,Priority B,Appropriately-covered,42,Kashvi Edwin
983,Suhani Chakrabarti,Delhi,Cardiologist,Switcher,71,2.67,5.5275,Priority B,Appropriately-covered,12,Hemangini Lalla
984,Bhanumati Krishnamurthy,Pune,GP,Switcher,35,1.94,-1.11375,Priority D,Appropriately-covered,103,Aarush Nath
985,Tejas Kota,Bangalore,GP,Switcher,54,2.06,23.968181818181822,Priority C,Appropriately-covered,39,Aarush Lall
986,Mitali Majumdar,Delhi,GP,Switcher,68,2.11,24.063636363636363,Priority A,Appropriately-covered,4,Ayushman Chander
987,Yasti Chowdhury,Chennai,Cardiologist,Competitor_Loyal,77,2.33,-4.246,Priority B,Appropriately-covered,53,Jai Kota
988,Darpan Rao,Chennai,Cardiologist,Switcher,58,2.5,9.175999999999998,Priority D,Appropriately-covered,49,Alka Wable
989,Chatura Lalla,Pune,GP,Switcher,34,2.28,3.0937500000000004,Priority D,Appropriately-covered,108,Joshua Barman
990,Brinda Kashyap,Patna,GP,Competitor_Loyal,61,3.11,14.55,Priority B,Appropriately-covered,83,Quincy Biswas
991,Ethan Seth,Jaipur,Cardiologist,Switcher,84,6.28,0.4542857142857142,Priority B,Appropriately-covered,23,Anamika Kanda
992,Inaya Mukherjee,Lucknow,Diabetologist,Switcher,48,4.0,-1.6999999999999995,Priority D,Appropriately-covered,18,Lajita Mall
993,Amol Vasa,Mumbai,Cardiologist,Switcher,59,2.11,7.320769230769231,Priority D,Appropriately-covered,100,Samar Lalla
994,Yashvi Hari,Lucknow,Diabetologist,Switcher,67,5.06,-0.97875,Priority B,Appropriately-covered,16,Chakradev Kari
995,Jagat Karpe,Kolkata,Cardiologist,Switcher,44,2.0,0.5190909090909085,Priority D,Appropriately-covered,76,Madhavi Lanka
996,Farhan Bhalla,Mumbai,GP,Competitor_Loyal,53,1.89,19.089166666666667,Priority C,Appropriately-covered,90,Diya Bora
997,Oeshi Hayer,Delhi,GP,Competitor_Loyal,72,2.0,4.341666666666667,Priority B,Appropriately-covered,9,Arunima Dugal
998,Gaurika Khare,Ahmedabad,Cardiologist,Competitor_Loyal,42,2.33,19.67,Priority C,Appropriately-covered,114,Gaurangi Sabharwal
999,Shravya Bera,Chennai,Diabetologist,Competitor_Loyal,64,2.33,-5.419,Priority B,Appropriately-covered,45,Wriddhish Bhardwaj
1000,Urmi Hayer,Hyderabad,Diabetologist,Switcher,65,2.5,1.3733333333333335,Priority B,Appropriately-covered,55,Victor Kannan
1001,Anvi Anand,Delhi,Diabetologist,Competitor_Loyal,87,2.06,-4.108181818181818,Priority B,Appropriately-covered,9,Arunima Dugal
1002,Maanas Munshi,Chandigarh,Cardiologist,Switcher,43,11.0,4.201666666666667,Priority D,Over-covered,31,Theodore Devi
1003,Charita Dhawan,Bangalore,Diabetologist,Brand_Loyal,64,1.67,7.303999999999999,Priority B,Appropriately-covered,44,Isaac Patil
1004,Manbir Kuruvilla,Hyderabad,Diabetologist,Brand_Loyal,46,2.22,-1.0366666666666664,Priority D,Appropriately-covered,63,Irya Sampath
1005,Logan Bal,Hyderabad,Cardiologist,Switcher,46,2.89,-8.427777777777777,Priority D,Appropriately-covered,57,Ekansh Balay
1006,Vansha Iyengar,Bangalore,Diabetologist,Switcher,48,1.67,-1.1963636363636367,Priority D,Appropriately-covered,37,Harini Choudhury
1007,Kashvi Bhasin,Bangalore,Cardiologist,Switcher,68,1.89,2.3010000000000006,Priority B,Appropriately-covered,36,Advay Contractor
1008,Laban Raman,Kolkata,GP,Competitor_Loyal,55,2.39,-11.504,Priority D,Appropriately-covered,75,Nitesh Raghavan
1009,Nikita Rama,Kolkata,Cardiologist,Competitor_Loyal,72,1.89,17.386363636363637,Priority A,Appropriately-covered,78,Mohammed Gupta
1010,Ekta Dara,Pune,GP,Competitor_Loyal,56,3.06,-3.512500000000001,Priority D,Appropriately-covered,102,Pallavi Malhotra
1011,Falak Divan,Chennai,Cardiologist,Switcher,47,1.72,15.67,Priority C,Appropriately-covered,48,Kabir Soman
1012,Pranav Lanka,Delhi,Cardiologist,Switcher,51,2.22,7.575833333333333,Priority D,Appropriately-covered,11,Lajita Chatterjee
1013,Tristan Sankaran,Mumbai,Cardiologist,Competitor_Loyal,42,1.17,2.7763636363636355,Priority D,Appropriately-covered,93,Kevin Palla
1014,Faraj Varkey,Kolkata,Cardiologist,Switcher,69,2.83,5.341818181818182,Priority B,Appropriately-covered,72,Girik Khalsa
1015,Gauri Som,Bangalore,Diabetologist,Brand_Loyal,65,2.06,-5.96,Priority B,Appropriately-covered,40,Yashica Cherian
1016,Charles Natt,Lucknow,Cardiologist,Competitor_Loyal,22,3.28,39.2725,Priority C,Over-covered,19,Janya Gaba
1017,Dipta Sarin,Delhi,Diabetologist,Brand_Loyal,71,2.44,-2.2849999999999997,Priority B,Appropriately-covered,10,Gayathri Chaudry
1018,Warinder Patil,Delhi,Cardiologist,Switcher,70,1.67,-7.153333333333332,Priority B,Appropriately-covered,7,Saumya Mall
1019,Pahal Khatri,Patna,GP,Competitor_Loyal,36,2.06,26.2425,Priority C,Appropriately-covered,82,Dakshesh Trivedi
1020,Osha Prasad,Bangalore,Cardiologist,Switcher,68,1.78,10.822727272727272,Priority B,Appropriately-covered,35,Upadhriti Wadhwa
1021,Samesh Biswas,Delhi,GP,Switcher,49,1.5,6.694545454545456,Priority D,Appropriately-covered,3,Gagan Sami
1022,Faris Devi,Delhi,Diabetologist,Brand_Loyal,66,2.11,2.4663636363636363,Priority B,Appropriately-covered,3,Gagan Sami
1023,Aarush Kamdar,Bangalore,GP,Switcher,42,1.39,39.840999999999994,Priority C,Appropriately-covered,41,Yashica Issac
1024,Varenya Ratti,Delhi,Cardiologist,Competitor_Loyal,37,1.72,11.374,Priority D,Appropriately-covered,12,Hemangini Lalla
1025,Bachittar Gopal,Chennai,GP,Brand_Loyal,69,2.28,-0.309,Priority B,Appropriately-covered,45,Wriddhish Bhardwaj
1026,Oscar Varkey,Kolkata,GP,Brand_Loyal,80,2.22,-11.347,Priority B,Appropriately-covered,73,Niharika Sunder
1027,Timothy Sarin,Kolkata,Diabetologist,Competitor_Loyal,41,1.89,23.872,Priority C,Appropriately-covered,73,Niharika Sunder
1028,Sanya Mutti,Kochi,GP,Brand_Loyal,53,6.56,-2.3483333333333336,Priority D,Appropriately-covered,65,Darsh Rau
1029,Ishita Johal,Chennai,Diabetologist,Switcher,77,2.06,6.76,Priority B,Appropriately-covered,48,Kabir Soman
1030,Ekapad Wali,Mumbai,GP,Competitor_Loyal,46,1.06,-12.852,Priority D,Appropriately-covered,90,Diya Bora
1031,Madhav Nagarajan,Ahmedabad,Diabetologist,Brand_Loyal,43,2.33,4.127142857142857,Priority D,Appropriately-covered,110,Shivansh Krish
1032,Naveen Tella,Indore,Diabetologist,Brand_Loyal,58,6.17,-1.67,Priority D,Appropriately-covered,120,Mohini Narasimhan
1033,Ekani Iyer,Bangalore,Diabetologist,Switcher,46,2.0,5.944,Priority D,Appropriately-covered,42,Kashvi Edwin
1034,Kala Kaur,Kolkata,Diabetologist,Switcher,74,1.56,19.418181818181814,Priority A,Under-covered,79,Teerth Bhardwaj
1035,Ekanta Soni,Lucknow,Cardiologist,Switcher,67,4.61,6.923749999999999,Priority B,Appropriately-covered,19,Janya Gaba
1036,Ikbal Gala,Bangalore,Cardiologist,Competitor_Loyal,60,2.17,10.891818181818184,Priority B,Appropriately-covered,35,Upadhriti Wadhwa
1037,Hemang Ben,Pune,GP,Switcher,44,2.89,-0.21875,Priority D,Appropriately-covered,106,Faqid Dixit
1038,Jeet Vasa,Chandigarh,GP,Switcher,40,10.33,4.973333333333334,Priority D,Over-covered,30,Priya Rastogi
1039,Michael Hayre,Bangalore,GP,Switcher,58,1.06,-2.154,Priority D,Appropriately-covered,35,Upadhriti Wadhwa
1040,Jagat Kulkarni,Indore,Cardiologist,Switcher,48,4.5,3.9475000000000007,Priority D,Appropriately-covered,117,Tristan Iyengar
1041,Anika Batra,Bangalore,Cardiologist,Competitor_Loyal,72,1.61,-4.003,Priority B,Under-covered,38,Radhika Dugar
1042,Pranit Sha,Mumbai,Cardiologist,Switcher,72,2.0,-6.005384615384615,Priority B,Appropriately-covered,92,Tanay Toor
1043,Dhruv Patla,Indore,Diabetologist,Switcher,28,3.78,11.6025,Priority D,Over-covered,119,Udant Bajwa
1044,Gauri Kohli,Delhi,Diabetologist,Competitor_Loyal,46,1.89,2.748,Priority D,Appropriately-covered,5,Viraj Tiwari
1045,Omisha Walla,Kolkata,GP,Competitor_Loyal,36,1.72,-25.262,Priority D,Appropriately-covered,72,Girik Khalsa
1046,Nikita Chowdhury,Indore,Cardiologist,Switcher,32,4.0,10.015,Priority D,Over-covered,117,Tristan Iyengar
1047,Quincy Chaudry,Patna,GP,Switcher,47,3.06,0.1299999999999999,Priority D,Over-covered,84,Wahab Raval
1048,Ishwar Gade,Delhi,GP,Brand_Loyal,61,2.22,-1.804545454545455,Priority B,Appropriately-covered,10,Gayathri Chaudry
1049,Vaishnavi Bora,Delhi,Cardiologist,Competitor_Loyal,48,1.89,8.5475,Priority D,Appropriately-covered,4,Ayushman Chander
1050,Wishi Sathe,Delhi,Cardiologist,Switcher,35,1.22,12.07,Priority D,Appropriately-covered,7,Saumya Mall
1051,Jackson Jha,Bangalore,Diabetologist,Switcher,51,2.11,14.113636363636363,Priority D,Appropriately-covered,34,Devansh Rajan
1052,Mason Gola,Chennai,Cardiologist,Switcher,59,2.11,6.983000000000001,Priority D,Appropriately-covered,49,Alka Wable
1053,Aryan Raj,Kolkata,GP,Switcher,68,2.06,-1.3039999999999998,Priority B,Appropriately-covered,71,Chandresh Zachariah
1054,Advaith Varughese,Delhi,Cardiologist,Competitor_Loyal,57,2.0,1.5774999999999997,Priority D,Appropriately-covered,1,Aryan Maharaj
1055,Oni Morar,Mumbai,Diabetologist,Switcher,65,2.11,5.580000000000001,Priority B,Appropriately-covered,98,Hredhaan Dugal
1056,Advik Ray,Pune,Cardiologist,Competitor_Loyal,47,2.17,-5.688750000000001,Priority D,Appropriately-covered,109,Janya Baral
1057,Janaki Zacharia,Pune,GP,Competitor_Loyal,51,2.22,-6.50375,Priority D,Appropriately-covered,102,Pallavi Malhotra
1058,Victor Choudhary,Pune,GP,Brand_Loyal,81,3.11,-1.55375,Priority B,Appropriately-covered,107,Kala Divan
1059,Manbir Mani,Mumbai,Diabetologist,Competitor_Loyal,54,2.22,0.5316666666666663,Priority D,Appropriately-covered,95,Nakul Sarma
1060,Hema Setty,Kolkata,GP,Brand_Loyal,54,2.5,5.1909090909090905,Priority D,Appropriately-covered,72,Girik Khalsa
1061,William Saini,Jaipur,GP,Switcher,31,3.72,13.242857142857142,Priority D,Over-covered,26,Dominic Kakar
1062,Azad Magar,Mumbai,Diabetologist,Switcher,43,1.33,13.707999999999998,Priority D,Appropriately-covered,94,Yash Pingle
1063,Neel Khanna,Ahmedabad,Diabetologist,Brand_Loyal,62,3.0,-1.794285714285714,Priority B,Appropriately-covered,113,Nitara Bakshi
1064,Yuvraj Kara,Hyderabad,GP,Brand_Loyal,52,2.22,-0.5,Priority D,Appropriately-covered,59,Arya Sunder
1065,Chanchal Mannan,Hyderabad,Cardiologist,Switcher,42,2.39,12.755,Priority D,Appropriately-covered,56,Ekavir Bhargava
1066,Guneet Varty,Mumbai,Cardiologist,Competitor_Loyal,42,1.44,3.733636363636363,Priority D,Appropriately-covered,97,Krish Lalla
1067,Bhanumati Savant,Patna,Diabetologist,Brand_Loyal,60,4.28,7.2075,Priority B,Appropriately-covered,82,Dakshesh Trivedi
1068,Vinaya Chowdhury,Kochi,GP,Brand_Loyal,70,8.61,6.391666666666667,Priority B,Appropriately-covered,65,Darsh Rau
1069,Avni Ramaswamy,Bangalore,Diabetologist,Brand_Loyal,91,2.5,1.645,Priority B,Appropriately-covered,40,Yashica Cherian
1070,Amol Varma,Jaipur,GP,Switcher,75,5.44,-0.5285714285714285,Priority B,Appropriately-covered,21,Ekbal Garg
1071,Veda Shroff,Delhi,GP,Switcher,58,2.44,-6.20909090909091,Priority D,Appropriately-covered,3,Gagan Sami
1072,Manbir Ahluwalia,Delhi,GP,Competitor_Loyal,63,2.33,4.693636363636363,Priority B,Appropriately-covered,12,Hemangini Lalla
1073,Yamini Soman,Indore,Diabetologist,Competitor_Loyal,57,4.83,15.7525,Priority C,Appropriately-covered,117,Tristan Iyengar
1074,Udyati Mohanty,Bangalore,GP,Switcher,47,2.11,9.674,Priority D,Appropriately-covered,37,Harini Choudhury
1075,Arya Atwal,Pune,Diabetologist,Switcher,57,2.56,-0.1312499999999996,Priority D,Appropriately-covered,109,Janya Baral
1076,Abha Raghavan,Delhi,Diabetologist,Brand_Loyal,81,1.89,-10.20181818181818,Priority B,Appropriately-covered,1,Aryan Maharaj
1077,Lajita Dube,Bangalore,GP,Switcher,84,2.33,7.174545454545455,Priority B,Appropriately-covered,36,Advay Contractor
1078,Rudra Ghose,Lucknow,GP,Switcher,62,5.39,5.70875,Priority B,Appropriately-covered,15,Janaki Handa
1079,Sachi Suresh,Chennai,GP,Competitor_Loyal,73,2.11,18.682,Priority A,Appropriately-covered,48,Kabir Soman
1080,Divya Babu,Bangalore,Cardiologist,Competitor_Loyal,50,1.61,15.402727272727274,Priority C,Appropriately-covered,42,Kashvi Edwin
1081,Chaitanya Sarin,Delhi,GP,Competitor_Loyal,60,1.78,22.04,Priority A,Appropriately-covered,2,Udant Dewan
1082,Adya Bose,Chennai,GP,Brand_Loyal,78,2.0,4.071111111111112,Priority B,Appropriately-covered,52,Raksha Varughese
1083,Saksham Parmar,Hyderabad,GP,Switcher,28,2.11,4.0175,Priority D,Appropriately-covered,55,Victor Kannan
1084,Noah Sarma,Lucknow,Cardiologist,Switcher,62,4.33,6.0525,Priority B,Appropriately-covered,18,Lajita Mall
1085,Oni Yohannan,Delhi,GP,Switcher,62,1.78,2.8063636363636366,Priority B,Appropriately-covered,7,Saumya Mall
1086,Rudra Sura,Mumbai,GP,Switcher,74,2.17,22.155,Priority A,Appropriately-covered,101,Zayan Behl
1087,Zayyan Sridhar,Delhi,GP,Competitor_Loyal,45,1.28,-13.928888888888888,Priority D,Appropriately-covered,7,Saumya Mall
1088,Shravya Palla,Jaipur,Cardiologist,Competitor_Loyal,68,4.78,13.854285714285714,Priority B,Appropriately-covered,26,Dominic Kakar
1089,Chatura Apte,Kochi,Diabetologist,Brand_Loyal,54,6.28,0.9166666666666666,Priority D,Appropriately-covered,64,Unni Bhagat
1090,Janaki Varghese,Delhi,Cardiologist,Competitor_Loyal,67,1.33,24.005000000000003,Priority A,Appropriately-covered,8,Nathaniel Sami
1091,Nilima Dada,Delhi,Diabetologist,Brand_Loyal,61,2.17,7.525,Priority B,Appropriately-covered,7,Saumya Mall
1092,Ekiya Seshadri,Mumbai,Cardiologist,Brand_Loyal,66,1.89,12.824166666666663,Priority B,Appropriately-covered,90,Diya Bora
1093,Abdul Tak,Mumbai,GP,Switcher,61,2.67,8.796153846153848,Priority B,Appropriately-covered,99,Baghyawati Kade
1094,Rajeshri Khare,Chennai,Diabetologist,Competitor_Loyal,82,3.17,0.9740000000000002,Priority B,Appropriately-covered,50,Siddharth Zacharia
1095,Gopal Virk,Mumbai,GP,Competitor_Loyal,62,2.89,-2.4525,Priority B,Appropriately-covered,97,Krish Lalla
1096,Brinda Sinha,Mumbai,GP,Competitor_Loyal,41,2.22,9.684615384615386,Priority D,Appropriately-covered,90,Diya Bora
1097,Daksha Saran,Mumbai,Cardiologist,Switcher,65,1.72,-16.4725,Priority B,Appropriately-covered,90,Diya Bora
1098,Advay Lal,Bangalore,Diabetologist,Competitor_Loyal,70,1.67,-7.776363636363637,Priority B,Appropriately-covered,42,Kashvi Edwin
1099,Owen Choudhary,Delhi,GP,Brand_Loyal,69,2.22,7.965000000000001,Priority B,Appropriately-covered,1,Aryan Maharaj
1100,Yauvani Reddy,Bangalore,Cardiologist,Switcher,50,1.44,-10.503333333333334,Priority D,Appropriately-covered,35,Upadhriti Wadhwa
1101,Girindra Ganesh,Ahmedabad,GP,Brand_Loyal,56,3.44,2.1042857142857145,Priority D,Appropriately-covered,110,Shivansh Krish
1102,Faras Choudhury,Bangalore,Diabetologist,Switcher,73,2.44,0.1690909090909093,Priority B,Appropriately-covered,35,Upadhriti Wadhwa
1103,Dalaja Nath,Mumbai,Diabetologist,Switcher,68,2.72,-0.8469230769230762,Priority B,Appropriately-covered,89,Karan Mital
1104,Ekansh Dora,Bangalore,Diabetologist,Competitor_Loyal,55,2.11,8.502727272727272,Priority D,Appropriately-covered,35,Upadhriti Wadhwa
1105,Vincent Bhatnagar,Kolkata,Cardiologist,Competitor_Loyal,67,2.44,5.390000000000001,Priority B,Appropriately-covered,71,Chandresh Zachariah
1106,Ridhi Batra,Kochi,Cardiologist,Brand_Loyal,52,7.33,5.581666666666666,Priority D,Appropriately-covered,66,Ikbal Kothari
1107,Abeer Basak,Kolkata,Diabetologist,Brand_Loyal,30,1.28,-4.898888888888889,Priority D,Appropriately-covered,71,Chandresh Zachariah
1108,Inaya Kapur,Delhi,GP,Brand_Loyal,72,2.44,1.8591666666666669,Priority B,Appropriately-covered,10,Gayathri Chaudry
1109,Chatura Patla,Pune,Diabetologist,Switcher,91,3.78,6.04375,Priority B,Appropriately-covered,106,Faqid Dixit
1110,Pavani Narayanan,Delhi,Cardiologist,Brand_Loyal,74,2.44,5.670833333333333,Priority B,Appropriately-covered,3,Gagan Sami
1111,Ishaan Iyengar,Bangalore,Diabetologist,Competitor_Loyal,79,2.44,2.549090909090909,Priority B,Appropriately-covered,40,Yashica Cherian
1112,Chakradev Kannan,Lucknow,Cardiologist,Brand_Loyal,59,4.94,1.0837499999999998,Priority D,Appropriately-covered,16,Chakradev Kari
1113,Dipta Kalla,Kolkata,Cardiologist,Competitor_Loyal,87,2.94,8.036363636363637,Priority B,Appropriately-covered,73,Niharika Sunder
1114,Mason Wable,Jaipur,Cardiologist,Switcher,51,4.89,-2.394285714285714,Priority D,Appropriately-covered,21,Ekbal Garg
1115,Peter Borde,Kolkata,Diabetologist,Competitor_Loyal,61,2.89,5.220909090909092,Priority B,Appropriately-covered,70,Faqid Savant
1116,Baghyawati Sarma,Kolkata,GP,Switcher,74,1.89,11.82909090909091,Priority B,Appropriately-covered,71,Chandresh Zachariah
1117,Yuvraj Parekh,Chennai,GP,Switcher,67,2.28,6.712222222222222,Priority B,Appropriately-covered,46,Farhan Chada
1118,Qabil Deshpande,Patna,GP,Brand_Loyal,61,4.61,-1.6475,Priority B,Appropriately-covered,83,Quincy Biswas
1119,Yuvraj Dani,Delhi,Diabetologist,Switcher,58,1.33,3.6677777777777782,Priority D,Appropriately-covered,11,Lajita Chatterjee
1120,Nikita Narayanan,Delhi,GP,Switcher,60,2.11,-0.3900000000000005,Priority B,Appropriately-covered,10,Gayathri Chaudry
1121,Damyanti Mani,Delhi,Diabetologist,Competitor_Loyal,66,2.0,1.5074999999999996,Priority B,Appropriately-covered,8,Nathaniel Sami
1122,Hamsini Contractor,Delhi,Diabetologist,Switcher,54,2.06,3.2375000000000003,Priority D,Appropriately-covered,11,Lajita Chatterjee
1123,Avi Ramesh,Delhi,GP,Competitor_Loyal,96,2.39,4.142499999999999,Priority B,Appropriately-covered,7,Saumya Mall
1124,Urmi Balay,Bangalore,GP,Competitor_Loyal,74,2.06,2.5563636363636366,Priority B,Appropriately-covered,35,Upadhriti Wadhwa
1125,Keya Ranganathan,Delhi,Diabetologist,Competitor_Loyal,77,2.06,22.189166666666665,Priority A,Appropriately-covered,7,Saumya Mall
1126,Naveen Kumer,Kolkata,Cardiologist,Switcher,49,2.33,1.2627272727272727,Priority D,Appropriately-covered,70,Faqid Savant
1127,Mitali Modi,Mumbai,Diabetologist,Switcher,80,2.11,8.241666666666667,Priority B,Appropriately-covered,92,Tanay Toor
1128,Widisha Dhar,Delhi,Diabetologist,Switcher,53,1.61,-8.591818181818182,Priority D,Appropriately-covered,5,Viraj Tiwari
1129,Forum Sabharwal,Delhi,GP,Competitor_Loyal,68,2.61,-4.446666666666666,Priority B,Appropriately-covered,6,Rushil Saini
1130,Timothy Chawla,Chennai,Cardiologist,Competitor_Loyal,62,2.17,13.862,Priority B,Appropriately-covered,51,Devika Rastogi
1131,Dayamai Gill,Chennai,GP,Brand_Loyal,57,2.22,2.2879999999999994,Priority D,Appropriately-covered,49,Alka Wable
1132,Parth Singhal,Delhi,GP,Switcher,45,1.56,2.5933333333333337,Priority D,Appropriately-covered,6,Rushil Saini
1133,Yagnesh Shetty,Delhi,GP,Competitor_Loyal,64,2.39,9.004545454545456,Priority B,Appropriately-covered,2,Udant Dewan
1134,Qushi Naik,Mumbai,GP,Switcher,71,1.61,1.4992307692307694,Priority B,Appropriately-covered,92,Tanay Toor
1135,Prisha Ravel,Mumbai,GP,Brand_Loyal,66,1.56,6.453999999999999,Priority B,Appropriately-covered,95,Nakul Sarma
1136,Anthony Randhawa,Bangalore,GP,Competitor_Loyal,58,1.67,16.86,Priority C,Appropriately-covered,39,Aarush Lall
1137,Simon Apte,Mumbai,Cardiologist,Competitor_Loyal,64,2.0,-0.4839999999999996,Priority B,Appropriately-covered,100,Samar Lalla
1138,Yochana Bahri,Hyderabad,Diabetologist,Switcher,58,3.11,5.844444444444445,Priority D,Appropriately-covered,60,Kevin Solanki
1139,Libni Doshi,Delhi,Diabetologist,Brand_Loyal,51,1.56,3.84,Priority D,Appropriately-covered,6,Rushil Saini
1140,Hardik Contractor,Delhi,GP,Competitor_Loyal,52,2.44,26.816000000000003,Priority C,Appropriately-covered,9,Arunima Dugal
