hcp_id,hcp_name,city_id,specialty,loyalty_tier,potential_score,potential_tier,avg_rx_lift_pct,responsiveness,priority_bucket
1001,Anvi Anand,1,Diabetologist,Competitor_Loyal,87,High,-4.108181818181818,Non-responsive,Priority B
1002,Maanas Munshi,4,Cardiologist,Switcher,43,Low,4.201666666666667,Non-responsive,Priority D
1003,Charita Dhawan,5,Diabetologist,Brand_Loyal,64,High,7.303999999999999,Non-responsive,Priority B
1004,Manbir Kuruvilla,7,Diabetologist,Brand_Loyal,46,Low,-1.0366666666666664,Non-responsive,Priority D
1005,Logan Bal,7,Cardiologist,Switcher,46,Low,-8.427777777777777,Non-responsive,Priority D
1006,Vansha Iyengar,5,Diabetologist,Switcher,48,Low,-1.1963636363636367,Non-responsive,Priority D
1007,Kashvi Bhasin,5,Cardiologist,Switcher,68,High,2.3010000000000006,Non-responsive,Priority B
1008,Laban Raman,9,GP,Competitor_Loyal,55,Low,-11.504,Non-responsive,Priority D
1009,Nikita Rama,9,Cardiologist,Competitor_Loyal,72,High,17.386363636363637,Responsive,Priority A
1010,Ekta Dara,13,GP,Competitor_Loyal,56,Low,-3.512500000000001,Non-responsive,Priority D
1011,Falak Divan,6,Cardiologist,Switcher,47,Low,15.67,Responsive,Priority C
1012,Pranav Lanka,1,Cardiologist,Switcher,51,Low,7.575833333333333,Non-responsive,Priority D
1013,Tristan Sankaran,12,Cardiologist,Competitor_Loyal,42,Low,2.7763636363636355,Non-responsive,Priority D
1014,Faraj Varkey,9,Cardiologist,Switcher,69,High,5.341818181818182,Non-responsive,Priority B
1015,Gauri Som,5,Diabetologist,Brand_Loyal,65,High,-5.96,Non-responsive,Priority B
1016,Charles Natt,2,Cardiologist,Competitor_Loyal,22,Low,39.2725,Responsive,Priority C
1017,Dipta Sarin,1,Diabetologist,Brand_Loyal,71,High,-2.2849999999999997,Non-responsive,Priority B
1018,Warinder Patil,1,Cardiologist,Switcher,70,High,-7.153333333333332,Non-responsive,Priority B
1019,Pahal Khatri,10,GP,Competitor_Loyal,36,Low,26.2425,Responsive,Priority C
1020,Osha Prasad,5,Cardiologist,Switcher,68,High,10.822727272727272,Non-responsive,Priority B
1021,Samesh Biswas,1,GP,Switcher,49,Low,6.694545454545456,Non-responsive,Priority D
1022,Faris Devi,1,Diabetologist,Brand_Loyal,66,High,2.4663636363636363,Non-responsive,Priority B
1023,Aarush Kamdar,5,GP,Switcher,42,Low,39.840999999999994,Responsive,Priority C
1024,Varenya Ratti,1,Cardiologist,Competitor_Loyal,37,Low,11.374,Non-responsive,Priority D
1025,Bachittar Gopal,6,GP,Brand_Loyal,69,High,-0.309,Non-responsive,Priority B
1026,Oscar Varkey,9,GP,Brand_Loyal,80,High,-11.347,Non-responsive,Priority B
1027,Timothy Sarin,9,Diabetologist,Competitor_Loyal,41,Low,23.872,Responsive,Priority C
1028,Sanya Mutti,8,GP,Brand_Loyal,53,Low,-2.3483333333333336,Non-responsive,Priority D
1029,Ishita Johal,6,Diabetologist,Switcher,77,High,6.76,Non-responsive,Priority B
1030,Ekapad Wali,12,GP,Competitor_Loyal,46,Low,-12.851999999999999,Non-responsive,Priority D
1031,Madhav Nagarajan,14,Diabetologist,Brand_Loyal,43,Low,4.127142857142857,Non-responsive,Priority D
1032,Naveen Tella,15,Diabetologist,Brand_Loyal,58,Low,-1.67,Non-responsive,Priority D
1033,Ekani Iyer,5,Diabetologist,Switcher,46,Low,5.944,Non-responsive,Priority D
1034,Kala Kaur,9,Diabetologist,Switcher,74,High,19.418181818181818,Responsive,Priority A
1035,Ekanta Soni,2,Cardiologist,Switcher,67,High,6.923749999999999,Non-responsive,Priority B
1036,Ikbal Gala,5,Cardiologist,Competitor_Loyal,60,High,10.891818181818183,Non-responsive,Priority B
1037,Hemang Ben,13,GP,Switcher,44,Low,-0.21875,Non-responsive,Priority D
1038,Jeet Vasa,4,GP,Switcher,40,Low,4.973333333333334,Non-responsive,Priority D
1039,Michael Hayre,5,GP,Switcher,58,Low,-2.154,Non-responsive,Priority D
1040,Jagat Kulkarni,15,Cardiologist,Switcher,48,Low,3.9475000000000007,Non-responsive,Priority D
1041,Anika Batra,5,Cardiologist,Competitor_Loyal,72,High,-4.003,Non-responsive,Priority B
1042,Pranit Sha,12,Cardiologist,Switcher,72,High,-6.005384615384615,Non-responsive,Priority B
1043,Dhruv Patla,15,Diabetologist,Switcher,28,Low,11.602500000000001,Non-responsive,Priority D
1044,Gauri Kohli,1,Diabetologist,Competitor_Loyal,46,Low,2.7479999999999998,Non-responsive,Priority D
1045,Omisha Walla,9,GP,Competitor_Loyal,36,Low,-25.262,Non-responsive,Priority D
1046,Nikita Chowdhury,15,Cardiologist,Switcher,32,Low,10.015,Non-responsive,Priority D
1047,Quincy Chaudry,10,GP,Switcher,47,Low,0.1299999999999999,Non-responsive,Priority D
1048,Ishwar Gade,1,GP,Brand_Loyal,61,High,-1.8045454545454547,Non-responsive,Priority B
1049,Vaishnavi Bora,1,Cardiologist,Competitor_Loyal,48,Low,8.5475,Non-responsive,Priority D
1050,Wishi Sathe,1,Cardiologist,Switcher,35,Low,12.07,Non-responsive,Priority D
1051,Jackson Jha,5,Diabetologist,Switcher,51,Low,14.113636363636363,Non-responsive,Priority D
1052,Mason Gola,6,Cardiologist,Switcher,59,Low,6.983000000000001,Non-responsive,Priority D
1053,Aryan Raj,9,GP,Switcher,68,High,-1.3039999999999998,Non-responsive,Priority B
1054,Advaith Varughese,1,Cardiologist,Competitor_Loyal,57,Low,1.5774999999999995,Non-responsive,Priority D
1055,Oni Morar,12,Diabetologist,Switcher,65,High,5.580000000000001,Non-responsive,Priority B
1056,Advik Ray,13,Cardiologist,Competitor_Loyal,47,Low,-5.688750000000001,Non-responsive,Priority D
1057,Janaki Zacharia,13,GP,Competitor_Loyal,51,Low,-6.50375,Non-responsive,Priority D
1058,Victor Choudhary,13,GP,Brand_Loyal,81,High,-1.55375,Non-responsive,Priority B
1059,Manbir Mani,12,Diabetologist,Competitor_Loyal,54,Low,0.5316666666666663,Non-responsive,Priority D
1060,Hema Setty,9,GP,Brand_Loyal,54,Low,5.1909090909090905,Non-responsive,Priority D
1061,William Saini,3,GP,Switcher,31,Low,13.242857142857142,Non-responsive,Priority D
1062,Azad Magar,12,Diabetologist,Switcher,43,Low,13.707999999999998,Non-responsive,Priority D
1063,Neel Khanna,14,Diabetologist,Brand_Loyal,62,High,-1.794285714285714,Non-responsive,Priority B
1064,Yuvraj Kara,7,GP,Brand_Loyal,52,Low,-0.5,Non-responsive,Priority D
1065,Chanchal Mannan,7,Cardiologist,Switcher,42,Low,12.755,Non-responsive,Priority D
1066,Guneet Varty,12,Cardiologist,Competitor_Loyal,42,Low,3.733636363636363,Non-responsive,Priority D
1067,Bhanumati Savant,10,Diabetologist,Brand_Loyal,60,High,7.2075,Non-responsive,Priority B
1068,Vinaya Chowdhury,8,GP,Brand_Loyal,70,High,6.391666666666667,Non-responsive,Priority B
1069,Avni Ramaswamy,5,Diabetologist,Brand_Loyal,91,High,1.645,Non-responsive,Priority B
1070,Amol Varma,3,GP,Switcher,75,High,-0.5285714285714285,Non-responsive,Priority B
1071,Veda Shroff,1,GP,Switcher,58,Low,-6.20909090909091,Non-responsive,Priority D
1072,Manbir Ahluwalia,1,GP,Competitor_Loyal,63,High,4.693636363636363,Non-responsive,Priority B
1073,Yamini Soman,15,Diabetologist,Competitor_Loyal,57,Low,15.7525,Responsive,Priority C
1074,Udyati Mohanty,5,GP,Switcher,47,Low,9.674,Non-responsive,Priority D
1075,Arya Atwal,13,Diabetologist,Switcher,57,Low,-0.13124999999999964,Non-responsive,Priority D
1076,Abha Raghavan,1,Diabetologist,Brand_Loyal,81,High,-10.201818181818181,Non-responsive,Priority B
1077,Lajita Dube,5,GP,Switcher,84,High,7.174545454545455,Non-responsive,Priority B
1078,Rudra Ghose,2,GP,Switcher,62,High,5.70875,Non-responsive,Priority B
1079,Sachi Suresh,6,GP,Competitor_Loyal,73,High,18.682,Responsive,Priority A
1080,Divya Babu,5,Cardiologist,Competitor_Loyal,50,Low,15.402727272727274,Responsive,Priority C
1081,Chaitanya Sarin,1,GP,Competitor_Loyal,60,High,22.04,Responsive,Priority A
1082,Adya Bose,6,GP,Brand_Loyal,78,High,4.071111111111112,Non-responsive,Priority B
1083,Saksham Parmar,7,GP,Switcher,28,Low,4.0175,Non-responsive,Priority D
1084,Noah Sarma,2,Cardiologist,Switcher,62,High,6.0525,Non-responsive,Priority B
1085,Oni Yohannan,1,GP,Switcher,62,High,2.8063636363636366,Non-responsive,Priority B
1086,Rudra Sura,12,GP,Switcher,74,High,22.154999999999998,Responsive,Priority A
1087,Zayyan Sridhar,1,GP,Competitor_Loyal,45,Low,-13.928888888888888,Non-responsive,Priority D
1088,Shravya Palla,3,Cardiologist,Competitor_Loyal,68,High,13.854285714285714,Non-responsive,Priority B
1089,Chatura Apte,8,Diabetologist,Brand_Loyal,54,Low,0.9166666666666666,Non-responsive,Priority D
1090,Janaki Varghese,1,Cardiologist,Competitor_Loyal,67,High,24.005000000000003,Responsive,Priority A
1091,Nilima Dada,1,Diabetologist,Brand_Loyal,61,High,7.5249999999999995,Non-responsive,Priority B
1092,Ekiya Seshadri,12,Cardiologist,Brand_Loyal,66,High,12.824166666666665,Non-responsive,Priority B
1093,Abdul Tak,12,GP,Switcher,61,High,8.796153846153848,Non-responsive,Priority B
1094,Rajeshri Khare,6,Diabetologist,Competitor_Loyal,82,High,0.9740000000000002,Non-responsive,Priority B
1095,Gopal Virk,12,GP,Competitor_Loyal,62,High,-2.4525,Non-responsive,Priority B
1096,Brinda Sinha,12,GP,Competitor_Loyal,41,Low,9.684615384615386,Non-responsive,Priority D
1097,Daksha Saran,12,Cardiologist,Switcher,65,High,-16.4725,Non-responsive,Priority B
1098,Advay Lal,5,Diabetologist,Competitor_Loyal,70,High,-7.776363636363637,Non-responsive,Priority B
1099,Owen Choudhary,1,GP,Brand_Loyal,69,High,7.965000000000001,Non-responsive,Priority B
1100,Yauvani Reddy,5,Cardiologist,Switcher,50,Low,-10.503333333333334,Non-responsive,Priority D
1101,Girindra Ganesh,14,GP,Brand_Loyal,56,Low,2.1042857142857145,Non-responsive,Priority D
1102,Faras Choudhury,5,Diabetologist,Switcher,73,High,0.16909090909090937,Non-responsive,Priority B
1103,Dalaja Nath,12,Diabetologist,Switcher,68,High,-0.8469230769230762,Non-responsive,Priority B
1104,Ekansh Dora,5,Diabetologist,Competitor_Loyal,55,Low,8.502727272727272,Non-responsive,Priority D
1105,Vincent Bhatnagar,9,Cardiologist,Competitor_Loyal,67,High,5.390000000000001,Non-responsive,Priority B
1106,Ridhi Batra,8,Cardiologist,Brand_Loyal,52,Low,5.581666666666666,Non-responsive,Priority D
1107,Abeer Basak,9,Diabetologist,Brand_Loyal,30,Low,-4.898888888888889,Non-responsive,Priority D
1108,Inaya Kapur,1,GP,Brand_Loyal,72,High,1.8591666666666669,Non-responsive,Priority B
1109,Chatura Patla,13,Diabetologist,Switcher,91,High,6.04375,Non-responsive,Priority B
1110,Pavani Narayanan,1,Cardiologist,Brand_Loyal,74,High,5.670833333333333,Non-responsive,Priority B
1111,Ishaan Iyengar,5,Diabetologist,Competitor_Loyal,79,High,2.549090909090909,Non-responsive,Priority B
1112,Chakradev Kannan,2,Cardiologist,Brand_Loyal,59,Low,1.0837499999999998,Non-responsive,Priority D
1113,Dipta Kalla,9,Cardiologist,Competitor_Loyal,87,High,8.036363636363637,Non-responsive,Priority B
1114,Mason Wable,3,Cardiologist,Switcher,51,Low,-2.394285714285714,Non-responsive,Priority D
1115,Peter Borde,9,Diabetologist,Competitor_Loyal,61,High,5.220909090909092,Non-responsive,Priority B
1116,Baghyawati Sarma,9,GP,Switcher,74,High,11.82909090909091,Non-responsive,Priority B
1117,Yuvraj Parekh,6,GP,Switcher,67,High,6.712222222222222,Non-responsive,Priority B
1118,Qabil Deshpande,10,GP,Brand_Loyal,61,High,-1.6475,Non-responsive,Priority B
1119,Yuvraj Dani,1,Diabetologist,Switcher,58,Low,3.6677777777777782,Non-responsive,Priority D
1120,Nikita Narayanan,1,GP,Switcher,60,High,-0.39000000000000057,Non-responsive,Priority B
1121,Damyanti Mani,1,Diabetologist,Competitor_Loyal,66,High,1.5074999999999996,Non-responsive,Priority B
1122,Hamsini Contractor,1,Diabetologist,Switcher,54,Low,3.2375000000000003,Non-responsive,Priority D
1123,Avi Ramesh,1,GP,Competitor_Loyal,96,High,4.142499999999999,Non-responsive,Priority B
1124,Urmi Balay,5,GP,Competitor_Loyal,74,High,2.5563636363636366,Non-responsive,Priority B
1125,Keya Ranganathan,1,Diabetologist,Competitor_Loyal,77,High,22.189166666666665,Responsive,Priority A
1126,Naveen Kumer,9,Cardiologist,Switcher,49,Low,1.2627272727272727,Non-responsive,Priority D
1127,Mitali Modi,12,Diabetologist,Switcher,80,High,8.241666666666667,Non-responsive,Priority B
1128,Widisha Dhar,1,Diabetologist,Switcher,53,Low,-8.591818181818182,Non-responsive,Priority D
1129,Forum Sabharwal,1,GP,Competitor_Loyal,68,High,-4.446666666666666,Non-responsive,Priority B
1130,Timothy Chawla,6,Cardiologist,Competitor_Loyal,62,High,13.862,Non-responsive,Priority B
1131,Dayamai Gill,6,GP,Brand_Loyal,57,Low,2.2879999999999994,Non-responsive,Priority D
1132,Parth Singhal,1,GP,Switcher,45,Low,2.5933333333333337,Non-responsive,Priority D
1133,Yagnesh Shetty,1,GP,Competitor_Loyal,64,High,9.004545454545456,Non-responsive,Priority B
1134,Qushi Naik,12,GP,Switcher,71,High,1.4992307692307694,Non-responsive,Priority B
1135,Prisha Ravel,12,GP,Brand_Loyal,66,High,6.453999999999999,Non-responsive,Priority B
1136,Anthony Randhawa,5,GP,Competitor_Loyal,58,Low,16.86,Responsive,Priority C
1137,Simon Apte,12,Cardiologist,Competitor_Loyal,64,High,-0.48399999999999965,Non-responsive,Priority B
1138,Yochana Bahri,7,Diabetologist,Switcher,58,Low,5.844444444444445,Non-responsive,Priority D
1139,Libni Doshi,1,Diabetologist,Brand_Loyal,51,Low,3.84,Non-responsive,Priority D
1140,Hardik Contractor,1,GP,Competitor_Loyal,52,Low,26.816000000000003,Responsive,Priority C
1141,Chandresh Mannan,4,Cardiologist,Switcher,42,Low,2.9433333333333334,Non-responsive,Priority D
1142,Harini Dada,9,GP,Switcher,50,Low,19.9425,Responsive,Priority C
1143,Garima Das,6,GP,Switcher,43,Low,11.663,Non-responsive,Priority D
1144,Alka Peri,12,GP,Competitor_Loyal,79,High,4.179166666666666,Non-responsive,Priority B
1145,Veda Malhotra,1,Cardiologist,Switcher,60,High,11.996363636363638,Non-responsive,Priority B
1146,Aayush Chaudhary,15,GP,Switcher,75,High,-0.8049999999999999,Non-responsive,Priority B
1147,Zaid Dhingra,6,Diabetologist,Switcher,57,Low,-2.5677777777777777,Non-responsive,Priority D
1148,Girish Bhatt,10,GP,Brand_Loyal,75,High,3.005,Non-responsive,Priority B
1149,Brinda Date,1,Diabetologist,Switcher,48,Low,9.283636363636363,Non-responsive,Priority D
1150,Azaan Tank,4,Diabetologist,Switcher,27,Low,3.301666666666667,Non-responsive,Priority D
1151,Hitesh Sant,1,Cardiologist,Competitor_Loyal,84,High,23.01,Responsive,Priority A
1152,Darpan Mand,13,Cardiologist,Competitor_Loyal,63,High,4.2775,Non-responsive,Priority B
1153,Manthan Pau,9,GP,Switcher,44,Low,14.725,Non-responsive,Priority D
1154,Naksh Bera,7,GP,Switcher,44,Low,11.821111111111112,Non-responsive,Priority D
1155,Parth Lal,12,GP,Competitor_Loyal,44,Low,-7.986666666666667,Non-responsive,Priority D
1156,Samesh Nadig,12,GP,Competitor_Loyal,48,Low,2.119999999999999,Non-responsive,Priority D
1157,Dayita Narang,12,Cardiologist,Competitor_Loyal,74,High,52.105999999999995,Responsive,Priority A
1158,Jai Sami,6,Cardiologist,Switcher,52,Low,2.7555555555555555,Non-responsive,Priority D
1159,Chasmum Verma,7,Cardiologist,Switcher,26,Low,22.286666666666665,Responsive,Priority C
1160,Qushi Gole,3,Diabetologist,Switcher,66,High,-0.44285714285714306,Non-responsive,Priority B
1161,Owen Lanka,1,Diabetologist,Switcher,34,Low,1.9740000000000002,Non-responsive,Priority D
1162,Quincy Issac,12,Diabetologist,Brand_Loyal,75,High,2.3024999999999998,Non-responsive,Priority B
1163,Abeer Golla,1,Cardiologist,Competitor_Loyal,60,High,-6.18,Non-responsive,Priority B
1164,Veer Jain,9,GP,Brand_Loyal,84,High,-4.98,Non-responsive,Priority B
1165,Naksh Agate,1,Cardiologist,Competitor_Loyal,84,High,27.355833333333333,Responsive,Priority A
1166,Sathvik Narula,12,GP,Switcher,43,Low,-10.728181818181817,Non-responsive,Priority D
1167,Nandini Warrior,5,GP,Switcher,66,High,8.173636363636364,Non-responsive,Priority B
1168,Qushi Seth,1,Cardiologist,Switcher,70,High,-7.265454545454546,Non-responsive,Priority B
1169,Aadi Banerjee,12,Diabetologist,Brand_Loyal,78,High,-1.586666666666667,Non-responsive,Priority B
1170,Jason Kaul,15,Diabetologist,Switcher,46,Low,6.295,Non-responsive,Priority D
1171,Zayan Kashyap,1,GP,Switcher,70,High,-3.121666666666666,Non-responsive,Priority B
1172,Sanaya Dutt,1,GP,Competitor_Loyal,73,High,-3.6189999999999998,Non-responsive,Priority B
1173,Oscar Sura,12,GP,Switcher,27,Low,-4.942,Non-responsive,Priority D
1174,Liam Acharya,12,GP,Competitor_Loyal,68,High,-2.2592307692307694,Non-responsive,Priority B
1175,Falak Munshi,4,GP,Switcher,56,Low,5.303333333333334,Non-responsive,Priority D
1176,Robert Rajagopalan,6,Diabetologist,Competitor_Loyal,62,High,-3.2966666666666664,Non-responsive,Priority B
1177,Yashoda Rattan,9,GP,Switcher,77,High,3.063636363636364,Non-responsive,Priority B
1178,Michael Sandhu,12,Diabetologist,Brand_Loyal,58,Low,-1.350833333333333,Non-responsive,Priority D
1179,Ekaraj Mallick,1,Cardiologist,Competitor_Loyal,86,High,0.8974999999999996,Non-responsive,Priority B
1180,Bhavani Wali,10,GP,Switcher,65,High,7.2825,Non-responsive,Priority B
1181,Raghav Dara,8,Diabetologist,Competitor_Loyal,71,High,0.07666666666666681,Non-responsive,Priority B
1182,Oscar Dave,8,Cardiologist,Brand_Loyal,63,High,0.655,Non-responsive,Priority B
1183,Tarak Venkataraman,12,GP,Switcher,42,Low,92.05846153846154,Responsive,Priority C
1184,Ekta Gopal,1,Diabetologist,Competitor_Loyal,52,Low,29.266666666666666,Responsive,Priority C
1185,Veda Kohli,9,Cardiologist,Brand_Loyal,57,Low,2.789090909090909,Non-responsive,Priority D
1186,Ojas Basu,5,GP,Competitor_Loyal,62,High,18.03,Responsive,Priority A
1187,Sneha Sem,12,Diabetologist,Brand_Loyal,49,Low,0.3558333333333336,Non-responsive,Priority D
1188,Yasti Dalal,7,GP,Competitor_Loyal,60,High,17.121111111111112,Responsive,Priority A
1189,Nisha Savant,6,GP,Switcher,51,Low,5.564000000000001,Non-responsive,Priority D
1190,Adya Ghosh,9,GP,Competitor_Loyal,70,High,1.9336363636363638,Non-responsive,Priority B
1191,Ekapad Chana,9,Diabetologist,Switcher,66,High,8.584545454545456,Non-responsive,Priority B
1192,Ekantika Pillay,12,Diabetologist,Switcher,63,High,2.5930769230769237,Non-responsive,Priority B
1193,Chaitanya Kaur,12,Cardiologist,Competitor_Loyal,45,Low,5.080000000000001,Non-responsive,Priority D
1194,Atharv Grewal,3,Diabetologist,Switcher,73,High,-0.8099999999999998,Non-responsive,Priority B
1195,Anamika Loke,13,Cardiologist,Competitor_Loyal,67,High,0.020000000000000018,Non-responsive,Priority B
1196,Amruta Goswami,9,Cardiologist,Brand_Loyal,66,High,3.337272727272728,Non-responsive,Priority B
1197,Oliver Nazareth,10,Cardiologist,Brand_Loyal,64,High,0.815,Non-responsive,Priority B
1198,Upasna Srinivas,1,GP,Switcher,74,High,17.57,Responsive,Priority A
1199,Raksha Sethi,5,Diabetologist,Brand_Loyal,68,High,2.085,Non-responsive,Priority B
1200,Chandani Mutti,12,Diabetologist,Competitor_Loyal,68,High,-23.602500000000003,Non-responsive,Priority B
1201,Aarav Puri,6,Diabetologist,Switcher,84,High,2.254,Non-responsive,Priority B
1202,Ryan Bahri,1,GP,Switcher,83,High,4.898181818181818,Non-responsive,Priority B
1203,Logan Dara,6,GP,Competitor_Loyal,60,High,1.6960000000000002,Non-responsive,Priority B
1204,Kalpit Atwal,13,Diabetologist,Competitor_Loyal,53,Low,-2.9487500000000004,Non-responsive,Priority D
1205,Jhalak Parmer,1,GP,Switcher,66,High,-1.7249999999999999,Non-responsive,Priority B
1206,Samar Loke,1,Cardiologist,Switcher,63,High,2.865833333333333,Non-responsive,Priority B
1207,Widisha Badami,8,Diabetologist,Switcher,53,Low,5.21,Non-responsive,Priority D
1208,Gaurangi Deol,3,Cardiologist,Switcher,23,Low,21.42571428571429,Responsive,Priority C
1209,Jeevika Setty,12,Cardiologist,Switcher,55,Low,10.935454545454546,Non-responsive,Priority D
1210,Thomas Gour,9,Diabetologist,Switcher,86,High,2.7939999999999996,Non-responsive,Priority B
1211,Gautami Datta,13,Cardiologist,Brand_Loyal,42,Low,8.09625,Non-responsive,Priority D
1212,Bakhshi Bora,13,Cardiologist,Brand_Loyal,76,High,-0.6337499999999996,Non-responsive,Priority B
1213,Hamsini Srinivas,12,Diabetologist,Competitor_Loyal,37,Low,9.00090909090909,Non-responsive,Priority D
1214,Leena Rattan,9,GP,Brand_Loyal,92,High,1.842727272727273,Non-responsive,Priority B
1215,Januja Sankar,1,Diabetologist,Switcher,79,High,0.26083333333333414,Non-responsive,Priority B
1216,Nathaniel Tara,4,GP,Brand_Loyal,59,Low,5.138333333333333,Non-responsive,Priority D
1217,Qadim Prakash,6,Cardiologist,Competitor_Loyal,74,High,-4.930000000000001,Non-responsive,Priority B
1218,Frederick Chander,1,Cardiologist,Switcher,74,High,5.865000000000001,Non-responsive,Priority B
1219,Raghav Tailor,6,Diabetologist,Switcher,37,Low,27.766666666666666,Responsive,Priority C
1220,Ekani Chauhan,3,Cardiologist,Switcher,34,Low,3.995714285714286,Non-responsive,Priority D
1221,Odika Tailor,7,GP,Competitor_Loyal,62,High,11.252222222222223,Non-responsive,Priority B
1222,Jalsa Aggarwal,7,Cardiologist,Switcher,33,Low,141.46125,Responsive,Priority C
1223,Darsh Solanki,12,GP,Brand_Loyal,80,High,10.315384615384614,Non-responsive,Priority B
1224,Aarna Gole,9,Diabetologist,Competitor_Loyal,48,Low,0.7060000000000002,Non-responsive,Priority D
1225,Bhavya Borah,5,GP,Competitor_Loyal,54,Low,23.107,Responsive,Priority C
1226,Kamala Buch,9,Cardiologist,Competitor_Loyal,72,High,-3.583636363636363,Non-responsive,Priority B
1227,Garima Sama,12,GP,Switcher,42,Low,-12.224545454545455,Non-responsive,Priority D
1228,Elijah Parmar,9,Cardiologist,Competitor_Loyal,63,High,0.6539999999999996,Non-responsive,Priority B
1229,Wazir Bawa,7,GP,Brand_Loyal,72,High,3.1866666666666665,Non-responsive,Priority B
1230,Harish Devan,5,Cardiologist,Brand_Loyal,80,High,4.668,Non-responsive,Priority B
1231,Lucky Luthra,6,Diabetologist,Competitor_Loyal,69,High,-6.05,Non-responsive,Priority B
1232,Aarav Bobal,14,Cardiologist,Brand_Loyal,48,Low,-6.325714285714286,Non-responsive,Priority D
1233,Laksh Saini,6,Cardiologist,Competitor_Loyal,83,High,-0.5066666666666669,Non-responsive,Priority B
1234,Liam Jhaveri,6,Diabetologist,Brand_Loyal,67,High,-8.394,Non-responsive,Priority B
1235,Yochana Sagar,5,Cardiologist,Competitor_Loyal,73,High,5.164545454545455,Non-responsive,Priority B
1236,Abha Zacharia,9,Diabetologist,Switcher,86,High,-5.319999999999999,Non-responsive,Priority B
1237,Pushti Ramachandran,5,Diabetologist,Switcher,67,High,32.548181818181824,Responsive,Priority A
1238,Zashil Raj,11,Diabetologist,Switcher,37,Low,-2.56,Non-responsive,Priority D
1239,Ekani Pandit,14,Diabetologist,Brand_Loyal,62,High,1.4628571428571429,Non-responsive,Priority B
1240,Timothy Kala,9,Diabetologist,Switcher,70,High,5.090909090909091,Non-responsive,Priority B
1241,Zinal Viswanathan,7,Cardiologist,Brand_Loyal,55,Low,2.27875,Non-responsive,Priority D
1242,Hemani Khosla,3,Diabetologist,Switcher,67,High,-3.337142857142857,Non-responsive,Priority B
1243,Avi Shenoy,5,GP,Brand_Loyal,74,High,5.765,Non-responsive,Priority B
1244,Nisha Mitter,12,Diabetologist,Competitor_Loyal,75,High,2.948333333333333,Non-responsive,Priority B
1245,Saumya Ahluwalia,3,GP,Switcher,41,Low,10.04142857142857,Non-responsive,Priority D
1246,Daksh Varma,7,GP,Competitor_Loyal,54,Low,3.2322222222222226,Non-responsive,Priority D
1247,Orinder Sinha,6,GP,Brand_Loyal,70,High,0.6109999999999998,Non-responsive,Priority B
1248,Krishna Sabharwal,6,Cardiologist,Switcher,48,Low,1.2424999999999997,Non-responsive,Priority D
1249,Vedant Kapur,7,Cardiologist,Switcher,44,Low,0.10222222222222202,Non-responsive,Priority D
1250,Oscar Hans,7,GP,Switcher,56,Low,2.82125,Non-responsive,Priority D
1251,Ayushman Nagar,12,Diabetologist,Switcher,71,High,4.845,Non-responsive,Priority B
1252,Dalaja Gara,12,GP,Brand_Loyal,83,High,-3.72909090909091,Non-responsive,Priority B
1253,Qarin Nadkarni,12,Cardiologist,Switcher,63,High,8.5875,Non-responsive,Priority B
1254,Isaiah Bhagat,12,Cardiologist,Switcher,50,Low,-2.8438461538461537,Non-responsive,Priority D
1255,Hitesh Comar,13,Cardiologist,Competitor_Loyal,90,High,1.22375,Non-responsive,Priority B
1256,Nilima Kurian,9,GP,Switcher,70,High,-11.431111111111111,Non-responsive,Priority B
1257,Vasudha Pillay,12,GP,Brand_Loyal,52,Low,-8.285454545454545,Non-responsive,Priority D
1258,Leela Khanna,12,GP,Competitor_Loyal,76,High,-4.6275,Non-responsive,Priority B
1259,Vasatika Garde,9,GP,Competitor_Loyal,72,High,12.157272727272728,Non-responsive,Priority B
1260,Theodore Bahri,6,Diabetologist,Brand_Loyal,71,High,-2.402,Non-responsive,Priority B
1261,Gabriel Mallick,1,GP,Competitor_Loyal,46,Low,13.4125,Non-responsive,Priority D
1262,Naksh Walla,9,Diabetologist,Switcher,58,Low,-11.825999999999999,Non-responsive,Priority D
1263,Anika Brahmbhatt,6,GP,Brand_Loyal,63,High,4.8340000000000005,Non-responsive,Priority B
1264,Elijah Thakur,9,Diabetologist,Brand_Loyal,72,High,7.450909090909092,Non-responsive,Priority B
1265,Mitesh Sampath,5,Cardiologist,Switcher,61,High,-3.4260000000000006,Non-responsive,Priority B
1266,Krish Thakkar,12,Diabetologist,Competitor_Loyal,50,Low,-8.250833333333333,Non-responsive,Priority D
1267,Geetika Raghavan,1,Diabetologist,Competitor_Loyal,46,Low,123.77625,Responsive,Priority C
1268,Arunima Golla,1,Cardiologist,Brand_Loyal,77,High,0.7663636363636364,Non-responsive,Priority B
1269,Charan Mitra,9,Cardiologist,Competitor_Loyal,63,High,7.311,Non-responsive,Priority B
1270,Sanaya Basu,7,Diabetologist,Switcher,59,Low,-0.9277777777777779,Non-responsive,Priority D
1271,Jatin Shukla,15,Diabetologist,Switcher,36,Low,7.8149999999999995,Non-responsive,Priority D
1272,Yatan Dora,6,Cardiologist,Brand_Loyal,55,Low,2.789,Non-responsive,Priority D
1273,Chakradhar Baral,9,Cardiologist,Competitor_Loyal,68,High,21.176363636363636,Responsive,Priority A
1274,Ekani Mangal,5,Cardiologist,Brand_Loyal,89,High,-1.7963636363636366,Non-responsive,Priority B
