rep_id,rep_name,hcp_id,hcp_name,loyalty_tier,avg_rx_before,avg_rx_after,rx_lift,rx_lift_pct
23,Anamika Kanda,337,Omaja Grover,Brand_Loyal,5.72,5.78,0.06,0.97
29,Liam Koshy,719,Rachita Thakkar,Switcher,10.89,11.0,0.11,0.97
118,Inaya Mody,139,Qasim Sarraf,Brand_Loyal,7.33,7.4,0.07,0.97
61,Urvashi Ray,1661,Nimrat Shankar,Brand_Loyal,12.04,12.15,0.12,0.96
86,Oni Virk,38,Brijesh Soman,Switcher,6.34,6.4,0.06,0.96
37,Harini Choudhury,1485,Quincy Rai,Switcher,8.75,8.83,0.08,0.95
40,Yashica Cherian,847,Quincy Sankaran,Brand_Loyal,10.5,10.6,0.1,0.95
51,Devika Rastogi,620,Inaya Kunda,Switcher,7.5,7.57,0.07,0.95
48,Kabir Soman,1490,Jyoti Tak,Switcher,7.61,7.68,0.07,0.94
77,Bhavika Sampath,934,Urishilla Oza,Brand_Loyal,17.67,17.83,0.17,0.94
83,Quincy Biswas,307,Jairaj Panchal,Switcher,8.37,8.45,0.08,0.94
10,Gayathri Chaudry,1992,Vivaan Lalla,Switcher,10.7,10.8,0.1,0.93
42,Kashvi Edwin,1069,Avni Ramaswamy,Brand_Loyal,17.83,18.0,0.17,0.93
48,Kabir Soman,1637,Yug Khosla,Switcher,10.8,10.9,0.1,0.93
49,Alka Wable,1025,Bachittar Gopal,Brand_Loyal,13.38,13.5,0.13,0.93
55,Victor Kannan,398,Hema Garde,Switcher,4.86,4.91,0.05,0.93
59,Arya Sunder,1597,Om Dutt,Brand_Loyal,13.5,13.63,0.13,0.93
79,Teerth Bhardwaj,1164,Veer Jain,Brand_Loyal,17.83,18.0,0.17,0.93
93,Kevin Palla,489,Sanaya Mani,Brand_Loyal,13.38,13.5,0.13,0.93
93,Kevin Palla,761,Ranveer Oak,Brand_Loyal,17.83,18.0,0.17,0.93
26,Dominic Kakar,586,Zarna Ram,Switcher,7.75,7.82,0.07,0.92
47,Ekapad Walia,1903,Jacob Khalsa,Switcher,9.08,9.17,0.08,0.92
68,Logan Sami,568,Farhan Sharaf,Brand_Loyal,8.98,9.06,0.08,0.91
82,Dakshesh Trivedi,1767,Chandran Warrior,Switcher,9.68,9.76,0.09,0.91
87,Advika Jayaraman,640,Teerth Oommen,Competitor_Loyal,1.57,1.59,0.01,0.91
102,Pallavi Malhotra,80,Nitara Iyengar,Switcher,7.93,8.0,0.07,0.9
109,Janya Baral,1840,Riya Lad,Switcher,7.4,7.47,0.07,0.9
1,Aryan Maharaj,1268,Arunima Golla,Brand_Loyal,16.0,16.14,0.14,0.89
3,Gagan Sami,54,Dev Shetty,Brand_Loyal,14.0,14.13,0.13,0.89
60,Kevin Solanki,193,Indali Prashad,Switcher,7.0,7.06,0.06,0.89
15,Janaki Handa,994,Yashvi Hari,Switcher,10.76,10.86,0.1,0.88
24,Daksh Karnik,938,Ucchal Srinivas,Brand_Loyal,12.11,12.21,0.11,0.88
83,Quincy Biswas,923,Dayita Palan,Brand_Loyal,5.67,5.72,0.05,0.88
77,Bhavika Sampath,732,Mekhala Jani,Brand_Loyal,21.5,21.69,0.19,0.87
29,Liam Koshy,465,Ucchal Jani,Switcher,13.04,13.15,0.11,0.86
73,Niharika Sunder,1164,Veer Jain,Brand_Loyal,17.35,17.5,0.15,0.86
81,Vansha Thakkar,720,Dipta Nadig,Brand_Loyal,9.16,9.24,0.08,0.86
16,Chakradev Kari,1302,Sachi Mane,Brand_Loyal,8.36,8.43,0.07,0.85
80,Dipta Bhandari,1623,Zansi Krishnamurthy,Switcher,9.83,9.92,0.08,0.85
67,Ranveer Yadav,1864,Sara Chakrabarti,Brand_Loyal,6.16,6.21,0.05,0.84
2,Udant Dewan,483,Odika Nori,Brand_Loyal,20.17,20.33,0.17,0.83
17,Fariq Kaul,213,Anirudh Sharaf,Brand_Loyal,8.71,8.79,0.07,0.82
56,Ekavir Bhargava,350,Gautam Mane,Brand_Loyal,12.2,12.3,0.1,0.82
90,Diya Bora,1327,Benjamin Nagar,Brand_Loyal,20.33,20.5,0.17,0.82
58,Ekavir Varkey,865,Vamakshi Parmer,Switcher,7.24,7.29,0.06,0.81
92,Tanay Toor,979,Aayush Mukhopadhyay,Brand_Loyal,8.86,8.93,0.07,0.81
26,Dominic Kakar,175,Idika Bhattacharyya,Competitor_Loyal,3.21,3.23,0.03,0.8
113,Nitara Bakshi,201,Anjali Sachdeva,Switcher,5.68,5.73,0.05,0.8
9,Arunima Dugal,321,Osha Ramachandran,Brand_Loyal,15.75,15.88,0.13,0.79
43,Ekiya Suresh,1559,Lakshmi Vohra,Brand_Loyal,18.14,18.29,0.14,0.79
94,Yash Pingle,384,Anika Dhaliwal,Switcher,9.29,9.36,0.07,0.77
20,Isha Kadakia,1762,Balveer Kota,Brand_Loyal,9.82,9.9,0.08,0.76
23,Anamika Kanda,175,Idika Bhattacharyya,Competitor_Loyal,3.14,3.17,0.02,0.76
3,Gagan Sami,745,Vinaya Kanda,Brand_Loyal,16.75,16.88,0.13,0.75
37,Harini Choudhury,1642,Aditya Misra,Switcher,10.23,10.31,0.08,0.75
63,Irya Sampath,106,Garima Prabhu,Brand_Loyal,11.17,11.25,0.08,0.75
95,Nakul Sarma,391,Balendra Chander,Brand_Loyal,16.63,16.75,0.13,0.75
106,Faqid Dixit,1357,Bahadurjit Bajwa,Switcher,7.82,7.88,0.06,0.75
112,Warjas Gaba,1444,Raghav Vora,Brand_Loyal,7.67,7.73,0.06,0.75
89,Karan Mital,375,Ekta Shankar,Switcher,9.71,9.79,0.07,0.74
54,Devansh Nigam,71,Falan Jain,Switcher,7.61,7.67,0.06,0.73
20,Isha Kadakia,236,Zashil Ben,Switcher,7.67,7.72,0.06,0.72
19,Janya Gaba,1112,Chakradev Kannan,Brand_Loyal,10.05,10.12,0.07,0.71
30,Priya Rastogi,895,Shivani Shukla,Brand_Loyal,7.81,7.87,0.06,0.71
120,Mohini Narasimhan,275,Gopal Dasgupta,Brand_Loyal,6.71,6.76,0.05,0.71
10,Gayathri Chaudry,667,Harini Mammen,Brand_Loyal,14.5,14.6,0.1,0.69
54,Devansh Nigam,924,Wriddhish Talwar,Brand_Loyal,16.0,16.11,0.11,0.69
60,Kevin Solanki,28,Riya Kakar,Brand_Loyal,12.04,12.13,0.08,0.69
14,Kritika Brar,1514,Benjamin Sengupta,Switcher,9.61,9.67,0.07,0.68
77,Bhavika Sampath,101,Nakul Pathak,Brand_Loyal,18.25,18.38,0.13,0.68
86,Oni Virk,548,Rushil Patel,Brand_Loyal,6.29,6.33,0.04,0.68
6,Rushil Saini,1322,Wazir Naik,Brand_Loyal,15.0,15.1,0.1,0.67
87,Advika Jayaraman,1773,Zehaan Srivastava,Competitor_Loyal,1.91,1.92,0.01,0.67
88,William Lanka,587,Oliver Majumdar,Competitor_Loyal,1.2,1.21,0.01,0.66
8,Nathaniel Sami,206,Devansh Soni,Switcher,8.61,8.67,0.06,0.65
115,Amara Dutta,947,Jasmit Peri,Switcher,5.88,5.92,0.04,0.65
75,Nitesh Raghavan,266,Sai Vasa,Brand_Loyal,15.9,16.0,0.1,0.63
75,Nitesh Raghavan,712,Nirja Bains,Brand_Loyal,19.88,20.0,0.13,0.63
76,Madhavi Lanka,313,Caleb Datta,Brand_Loyal,19.88,20.0,0.13,0.63
49,Alka Wable,344,Sachi Dave,Switcher,8.94,9.0,0.06,0.62
101,Zayan Behl,979,Aayush Mukhopadhyay,Brand_Loyal,9.0,9.06,0.06,0.62
27,Simon Tata,218,Hardik Nayak,Switcher,6.79,6.83,0.04,0.61
19,Janya Gaba,76,Gauri Bumb,Brand_Loyal,9.73,9.79,0.06,0.59
65,Darsh Rau,1089,Chatura Apte,Brand_Loyal,6.84,6.88,0.04,0.58
69,Arya Shere,634,Mitali Oza,Competitor_Loyal,1.69,1.7,0.01,0.58
52,Raksha Varughese,619,Harshil D’Alia,Brand_Loyal,14.67,14.75,0.08,0.57
13,Tripti Yadav,1673,Kamya Chauhan,Brand_Loyal,8.48,8.52,0.05,0.56
18,Lajita Mall,1888,Yagnesh Sarin,Switcher,10.7,10.76,0.06,0.56
19,Janya Gaba,1888,Yagnesh Sarin,Switcher,9.91,9.96,0.06,0.56
116,Lavanya Barad,274,Janani Char,Brand_Loyal,8.95,9.0,0.05,0.56
72,Girik Khalsa,1548,Yasti Mani,Switcher,11.06,11.12,0.06,0.53
17,Fariq Kaul,335,Baghyawati Raja,Switcher,11.24,11.29,0.06,0.52
17,Fariq Kaul,1711,Bhanumati Sur,Brand_Loyal,7.46,7.5,0.04,0.48
44,Isaac Patil,1230,Harish Devan,Brand_Loyal,17.25,17.33,0.08,0.48
55,Victor Kannan,881,Upma Bera,Brand_Loyal,13.06,13.13,0.06,0.48
68,Logan Sami,27,Tanveer Shankar,Competitor_Loyal,1.9,1.91,0.01,0.48
61,Urvashi Ray,1789,Odika Bhagat,Switcher,8.12,8.15,0.04,0.47
86,Oni Virk,1310,Meghana Kibe,Switcher,7.68,7.71,0.04,0.47
23,Anamika Kanda,863,Sai Chahal,Switcher,10.33,10.38,0.05,0.46
108,Joshua Barman,760,Qarin Kulkarni,Switcher,6.81,6.84,0.03,0.46
117,Tristan Iyengar,574,Manan Sha,Switcher,8.19,8.22,0.04,0.45
15,Janaki Handa,1404,Jagdish Amble,Brand_Loyal,10.27,10.32,0.05,0.44
74,Tanay Rattan,934,Urishilla Oza,Brand_Loyal,18.83,18.92,0.08,0.44
19,Janya Gaba,287,Om Bose,Brand_Loyal,8.88,8.92,0.04,0.43
15,Janaki Handa,1078,Rudra Ghose,Switcher,9.46,9.5,0.04,0.41
102,Pallavi Malhotra,1456,Charles Ganesh,Switcher,9.42,9.46,0.04,0.41
114,Gaurangi Sabharwal,1671,Benjamin Nadig,Switcher,10.7,10.74,0.04,0.41
15,Janaki Handa,1302,Sachi Mane,Brand_Loyal,8.55,8.59,0.03,0.4
117,Tristan Iyengar,1568,Dominic Mitra,Switcher,10.92,10.96,0.04,0.38
62,Girindra Chatterjee,152,Oni Chowdhury,Brand_Loyal,15.08,15.14,0.06,0.37
22,Nihal Shere,633,Anirudh Kunda,Switcher,8.38,8.41,0.03,0.35
25,Diya Rattan,1936,Fitan Samra,Switcher,9.19,9.23,0.03,0.35
84,Wahab Raval,91,Odika Ganesh,Brand_Loyal,10.48,10.52,0.03,0.32
31,Theodore Devi,1389,Kai Chadha,Switcher,14.21,14.25,0.04,0.31
86,Oni Virk,532,Amaira Ramanathan,Switcher,6.97,6.99,0.02,0.31
20,Isha Kadakia,955,Reva Viswanathan,Switcher,9.94,9.97,0.03,0.3
119,Udant Bajwa,574,Manan Sha,Switcher,7.3,7.32,0.02,0.29
114,Gaurangi Sabharwal,1239,Ekani Pandit,Brand_Loyal,10.32,10.35,0.03,0.28
25,Diya Rattan,938,Ucchal Srinivas,Brand_Loyal,11.85,11.88,0.03,0.26
28,Tara Dhar,1353,Jason Loke,Switcher,14.65,14.69,0.04,0.26
71,Chandresh Zachariah,1326,Gopal Ganesh,Brand_Loyal,17.41,17.45,0.05,0.26
120,Mohini Narasimhan,1924,Yashasvi Bir,Switcher,5.56,5.57,0.01,0.26
16,Chakradev Kari,1514,Benjamin Sengupta,Switcher,8.04,8.06,0.02,0.25
79,Teerth Bhardwaj,1570,Balveer Dube,Brand_Loyal,15.35,15.38,0.04,0.25
18,Lajita Mall,1978,Neel Iyengar,Brand_Loyal,11.89,11.91,0.03,0.24
40,Yashica Cherian,172,Tristan Uppal,Brand_Loyal,18.59,18.64,0.05,0.24
28,Tara Dhar,465,Ucchal Jani,Switcher,13.54,13.57,0.03,0.21
99,Baghyawati Kade,1626,Anusha Doshi,Brand_Loyal,18.96,19.0,0.04,0.19
19,Janya Gaba,1035,Ekanta Soni,Switcher,10.09,10.11,0.02,0.18
26,Dominic Kakar,347,Oeshi Bera,Switcher,9.89,9.9,0.02,0.16
64,Unni Bhagat,1917,Chakradhar Dasgupta,Switcher,10.3,10.32,0.02,0.15
88,William Lanka,1756,Sathvik Solanki,Switcher,9.54,9.55,0.01,0.09
1,Aryan Maharaj,26,Utkarsh Patel,Competitor_Loyal,3.25,3.25,0.0,0.0
1,Aryan Maharaj,212,William Date,Switcher,5.5,5.5,0.0,0.0
1,Aryan Maharaj,280,Oni Dubey,Brand_Loyal,19.5,19.5,0.0,0.0
1,Aryan Maharaj,373,Hritik Bal,Competitor_Loyal,2.67,2.67,0.0,0.0
1,Aryan Maharaj,402,Caleb Verma,Competitor_Loyal,2.83,2.83,0.0,0.0
1,Aryan Maharaj,461,Ayush Gole,Competitor_Loyal,2.0,2.0,0.0,0.0
1,Aryan Maharaj,596,Nathan Mukhopadhyay,Competitor_Loyal,3.0,3.0,0.0,0.0
1,Aryan Maharaj,747,Rayaan Trivedi,Competitor_Loyal,2.25,2.25,0.0,0.0
1,Aryan Maharaj,756,Kavya Sankar,Competitor_Loyal,4.17,4.17,0.0,0.0
1,Aryan Maharaj,1161,Owen Lanka,Switcher,7.5,7.5,0.0,0.0
1,Aryan Maharaj,1454,Vasudha Sodhi,Brand_Loyal,16.0,16.0,0.0,0.0
1,Aryan Maharaj,1690,Bhavna Sarma,Switcher,7.0,7.0,0.0,0.0
1,Aryan Maharaj,1735,Yashodhara Ratta,Switcher,4.6,4.6,0.0,0.0
1,Aryan Maharaj,1938,Balhaar Date,Brand_Loyal,17.75,17.75,0.0,0.0
2,Udant Dewan,11,Siddharth Sha,Switcher,6.2,6.2,0.0,0.0
2,Udant Dewan,18,Raksha Buch,Switcher,5.5,5.5,0.0,0.0
2,Udant Dewan,302,Patrick Vig,Brand_Loyal,16.75,16.75,0.0,0.0
2,Udant Dewan,323,Tanmayi Aurora,Switcher,2.75,2.75,0.0,0.0
2,Udant Dewan,338,Aadhya Andra,Competitor_Loyal,2.83,2.83,0.0,0.0
2,Udant Dewan,355,Manthan Lata,Switcher,6.25,6.25,0.0,0.0
2,Udant Dewan,364,Watika Mangat,Switcher,14.25,14.25,0.0,0.0
2,Udant Dewan,553,Chandran Bumb,Switcher,6.5,6.5,0.0,0.0
2,Udant Dewan,656,Shravya Singhal,Competitor_Loyal,4.5,4.5,0.0,0.0
2,Udant Dewan,697,Ayush Batra,Switcher,8.5,8.5,0.0,0.0
2,Udant Dewan,709,Teerth Sawhney,Switcher,8.0,8.0,0.0,0.0
2,Udant Dewan,747,Rayaan Trivedi,Competitor_Loyal,2.33,2.33,0.0,0.0
2,Udant Dewan,756,Kavya Sankar,Competitor_Loyal,4.5,4.5,0.0,0.0
2,Udant Dewan,1054,Advaith Varughese,Competitor_Loyal,2.25,2.25,0.0,0.0
2,Udant Dewan,1287,Lajita Nadig,Competitor_Loyal,3.75,3.75,0.0,0.0
2,Udant Dewan,1394,Girik Menon,Switcher,8.13,8.13,0.0,0.0
2,Udant Dewan,1431,Umang Issac,Competitor_Loyal,2.5,2.5,0.0,0.0
2,Udant Dewan,1482,Bachittar Kata,Switcher,8.0,8.0,0.0,0.0
2,Udant Dewan,1492,Indira Misra,Competitor_Loyal,1.0,1.0,0.0,0.0
2,Udant Dewan,1589,Daksha Mangat,Competitor_Loyal,2.5,2.5,0.0,0.0
2,Udant Dewan,1940,Frado Mander,Switcher,6.5,6.5,0.0,0.0
3,Gagan Sami,310,Zaid Dara,Competitor_Loyal,3.0,3.0,0.0,0.0
3,Gagan Sami,461,Ayush Gole,Competitor_Loyal,3.0,3.0,0.0,0.0
3,Gagan Sami,479,Charles Dugal,Competitor_Loyal,3.7,3.7,0.0,0.0
3,Gagan Sami,541,Gautam Merchant,Competitor_Loyal,2.33,2.33,0.0,0.0
3,Gagan Sami,756,Kavya Sankar,Competitor_Loyal,4.13,4.13,0.0,0.0
3,Gagan Sami,983,Suhani Chakrabarti,Switcher,8.5,8.5,0.0,0.0
3,Gagan Sami,1024,Varenya Ratti,Competitor_Loyal,1.5,1.5,0.0,0.0
3,Gagan Sami,1120,Nikita Narayanan,Switcher,7.0,7.0,0.0,0.0
3,Gagan Sami,1123,Avi Ramesh,Competitor_Loyal,4.5,4.5,0.0,0.0
3,Gagan Sami,1139,Libni Doshi,Brand_Loyal,10.17,10.17,0.0,0.0
3,Gagan Sami,1287,Lajita Nadig,Competitor_Loyal,3.75,3.75,0.0,0.0
3,Gagan Sami,1519,Lopa Nayar,Switcher,11.75,11.75,0.0,0.0
3,Gagan Sami,1589,Daksha Mangat,Competitor_Loyal,2.5,2.5,0.0,0.0
3,Gagan Sami,1679,Ishaan Shenoy,Competitor_Loyal,2.5,2.5,0.0,0.0
3,Gagan Sami,1926,Jyoti Solanki,Switcher,5.5,5.5,0.0,0.0
4,Ayushman Chander,81,Faqid Kibe,Brand_Loyal,17.17,17.17,0.0,0.0
4,Ayushman Chander,105,Siya Thakur,Switcher,6.0,6.0,0.0,0.0
4,Ayushman Chander,222,Zashil Devan,Switcher,8.5,8.5,0.0,0.0
4,Ayushman Chander,402,Caleb Verma,Competitor_Loyal,2.75,2.75,0.0,0.0
4,Ayushman Chander,415,Idika Walia,Competitor_Loyal,2.6,2.6,0.0,0.0
4,Ayushman Chander,815,Zayyan Naik,Switcher,5.5,5.5,0.0,0.0
4,Ayushman Chander,864,Qasim Handa,Competitor_Loyal,3.1,3.1,0.0,0.0
4,Ayushman Chander,936,Ekani Cheema,Competitor_Loyal,2.1,2.1,0.0,0.0
4,Ayushman Chander,970,Nirja Pandya,Competitor_Loyal,3.33,3.33,0.0,0.0
4,Ayushman Chander,1048,Ishwar Gade,Brand_Loyal,12.33,12.33,0.0,0.0
4,Ayushman Chander,1132,Parth Singhal,Switcher,8.0,8.0,0.0,0.0
4,Ayushman Chander,1163,Abeer Golla,Competitor_Loyal,3.17,3.17,0.0,0.0
4,Ayushman Chander,1477,Wriddhish Ghose,Competitor_Loyal,2.0,2.0,0.0,0.0
4,Ayushman Chander,1605,Jason Sha,Brand_Loyal,14.33,14.33,0.0,0.0
4,Ayushman Chander,1720,Anvi Nair,Switcher,7.67,7.67,0.0,0.0
4,Ayushman Chander,1736,Shravya Savant,Competitor_Loyal,3.0,3.0,0.0,0.0
4,Ayushman Chander,1932,Tara Balasubramanian,Competitor_Loyal,3.25,3.25,0.0,0.0
4,Ayushman Chander,1940,Frado Mander,Switcher,6.5,6.5,0.0,0.0
5,Viraj Tiwari,26,Utkarsh Patel,Competitor_Loyal,3.33,3.33,0.0,0.0
5,Viraj Tiwari,453,Ayaan D’Alia,Competitor_Loyal,2.0,2.0,0.0,0.0
5,Viraj Tiwari,479,Charles Dugal,Competitor_Loyal,3.63,3.63,0.0,0.0
5,Viraj Tiwari,483,Odika Nori,Brand_Loyal,20.86,20.86,0.0,0.0
5,Viraj Tiwari,639,Jatin Sha,Competitor_Loyal,2.5,2.5,0.0,0.0
5,Viraj Tiwari,727,Kiaan Shetty,Competitor_Loyal,3.0,3.0,0.0,0.0
5,Viraj Tiwari,804,Jeet Sidhu,Competitor_Loyal,2.0,2.0,0.0,0.0
5,Viraj Tiwari,851,Aarnav Mandal,Competitor_Loyal,2.5,2.5,0.0,0.0
5,Viraj Tiwari,909,Ansh Luthra,Switcher,5.5,5.5,0.0,0.0
5,Viraj Tiwari,960,Nilima Narain,Competitor_Loyal,3.0,3.0,0.0,0.0
5,Viraj Tiwari,1049,Vaishnavi Bora,Competitor_Loyal,2.83,2.83,0.0,0.0
5,Viraj Tiwari,1121,Damyanti Mani,Competitor_Loyal,2.9,2.9,0.0,0.0
5,Viraj Tiwari,1132,Parth Singhal,Switcher,5.5,5.5,0.0,0.0
5,Viraj Tiwari,1309,Nimrat Dubey,Competitor_Loyal,2.5,2.5,0.0,0.0
5,Viraj Tiwari,1454,Vasudha Sodhi,Brand_Loyal,17.0,17.0,0.0,0.0
5,Viraj Tiwari,1589,Daksha Mangat,Competitor_Loyal,2.2,2.2,0.0,0.0
5,Viraj Tiwari,1898,Azaan Chand,Competitor_Loyal,2.0,2.0,0.0,0.0
6,Rushil Saini,232,Ati Bali,Competitor_Loyal,2.33,2.33,0.0,0.0
6,Rushil Saini,373,Hritik Bal,Competitor_Loyal,3.0,3.0,0.0,0.0
6,Rushil Saini,415,Idika Walia,Competitor_Loyal,2.5,2.5,0.0,0.0
6,Rushil Saini,635,Jonathan Sama,Competitor_Loyal,2.0,2.0,0.0,0.0
6,Rushil Saini,727,Kiaan Shetty,Competitor_Loyal,3.0,3.0,0.0,0.0
6,Rushil Saini,756,Kavya Sankar,Competitor_Loyal,4.5,4.5,0.0,0.0
6,Rushil Saini,851,Aarnav Mandal,Competitor_Loyal,2.0,2.0,0.0,0.0
6,Rushil Saini,960,Nilima Narain,Competitor_Loyal,3.13,3.13,0.0,0.0
6,Rushil Saini,1123,Avi Ramesh,Competitor_Loyal,4.17,4.17,0.0,0.0
6,Rushil Saini,1179,Ekaraj Mallick,Competitor_Loyal,3.2,3.2,0.0,0.0
6,Rushil Saini,1184,Ekta Gopal,Competitor_Loyal,2.25,2.25,0.0,0.0
6,Rushil Saini,1289,Anita Nayak,Switcher,6.0,6.0,0.0,0.0
6,Rushil Saini,1477,Wriddhish Ghose,Competitor_Loyal,2.33,2.33,0.0,0.0
6,Rushil Saini,1487,Nandini Boase,Competitor_Loyal,3.0,3.0,0.0,0.0
6,Rushil Saini,1569,Vasudha Chhabra,Competitor_Loyal,2.82,2.82,0.0,0.0
6,Rushil Saini,1679,Ishaan Shenoy,Competitor_Loyal,2.0,2.0,0.0,0.0
6,Rushil Saini,1690,Bhavna Sarma,Switcher,5.5,5.5,0.0,0.0
6,Rushil Saini,1820,Mekhala Pau,Brand_Loyal,6.5,6.5,0.0,0.0
6,Rushil Saini,1853,Manbir Agate,Switcher,4.0,4.0,0.0,0.0
7,Saumya Mall,268,Vivaan Roy,Competitor_Loyal,3.0,3.0,0.0,0.0
7,Saumya Mall,338,Aadhya Andra,Competitor_Loyal,1.5,1.5,0.0,0.0
7,Saumya Mall,415,Idika Walia,Competitor_Loyal,3.0,3.0,0.0,0.0
7,Saumya Mall,511,Upasna Lanka,Competitor_Loyal,3.0,3.0,0.0,0.0
7,Saumya Mall,635,Jonathan Sama,Competitor_Loyal,3.25,3.25,0.0,0.0
7,Saumya Mall,639,Jatin Sha,Competitor_Loyal,2.88,2.88,0.0,0.0
7,Saumya Mall,785,Pranit Garde,Competitor_Loyal,3.17,3.17,0.0,0.0
7,Saumya Mall,959,Harish Sarraf,Competitor_Loyal,2.5,2.5,0.0,0.0
7,Saumya Mall,974,Bhavya Rattan,Switcher,8.67,8.67,0.0,0.0
7,Saumya Mall,1021,Samesh Biswas,Switcher,8.0,8.0,0.0,0.0
7,Saumya Mall,1121,Damyanti Mani,Competitor_Loyal,3.5,3.5,0.0,0.0
7,Saumya Mall,1123,Avi Ramesh,Competitor_Loyal,4.08,4.08,0.0,0.0
7,Saumya Mall,1125,Keya Ranganathan,Competitor_Loyal,2.92,2.92,0.0,0.0
7,Saumya Mall,1198,Upasna Srinivas,Switcher,9.0,9.0,0.0,0.0
7,Saumya Mall,1289,Anita Nayak,Switcher,7.0,7.0,0.0,0.0
7,Saumya Mall,1492,Indira Misra,Competitor_Loyal,1.33,1.33,0.0,0.0
7,Saumya Mall,1848,Ojasvi Gill,Brand_Loyal,14.5,14.5,0.0,0.0
8,Nathaniel Sami,286,Upma Bahl,Competitor_Loyal,1.33,1.33,0.0,0.0
8,Nathaniel Sami,402,Caleb Verma,Competitor_Loyal,3.0,3.0,0.0,0.0
8,Nathaniel Sami,419,Bahadurjit Patla,Competitor_Loyal,3.0,3.0,0.0,0.0
8,Nathaniel Sami,453,Ayaan D’Alia,Competitor_Loyal,2.13,2.13,0.0,0.0
8,Nathaniel Sami,700,Frederick Khurana,Brand_Loyal,9.75,9.75,0.0,0.0
8,Nathaniel Sami,714,Bhavna Karan,Brand_Loyal,15.33,15.33,0.0,0.0
8,Nathaniel Sami,744,Simon Pant,Competitor_Loyal,2.17,2.17,0.0,0.0
8,Nathaniel Sami,804,Jeet Sidhu,Competitor_Loyal,1.5,1.5,0.0,0.0
8,Nathaniel Sami,827,Ganga Murthy,Competitor_Loyal,3.0,3.0,0.0,0.0
8,Nathaniel Sami,970,Nirja Pandya,Competitor_Loyal,3.0,3.0,0.0,0.0
8,Nathaniel Sami,1021,Samesh Biswas,Switcher,7.0,7.0,0.0,0.0
8,Nathaniel Sami,1049,Vaishnavi Bora,Competitor_Loyal,2.5,2.5,0.0,0.0
8,Nathaniel Sami,1171,Zayan Kashyap,Switcher,8.75,8.75,0.0,0.0
8,Nathaniel Sami,1431,Umang Issac,Competitor_Loyal,2.75,2.75,0.0,0.0
8,Nathaniel Sami,1546,Manbir Bhatti,Switcher,6.5,6.5,0.0,0.0
8,Nathaniel Sami,1849,Vyanjana Chand,Switcher,6.17,6.17,0.0,0.0
8,Nathaniel Sami,1918,Faqid Dhaliwal,Switcher,11.2,11.2,0.0,0.0
8,Nathaniel Sami,1987,Vrinda Khosla,Competitor_Loyal,1.67,1.67,0.0,0.0
9,Arunima Dugal,54,Dev Shetty,Brand_Loyal,14.0,14.0,0.0,0.0
9,Arunima Dugal,286,Upma Bahl,Competitor_Loyal,1.44,1.44,0.0,0.0
9,Arunima Dugal,323,Tanmayi Aurora,Switcher,2.5,2.5,0.0,0.0
9,Arunima Dugal,417,Charan Mani,Competitor_Loyal,3.0,3.0,0.0,0.0
9,Arunima Dugal,453,Ayaan D’Alia,Competitor_Loyal,1.5,1.5,0.0,0.0
9,Arunima Dugal,533,Charvi Ravi,Brand_Loyal,12.38,12.38,0.0,0.0
9,Arunima Dugal,714,Bhavna Karan,Brand_Loyal,16.0,16.0,0.0,0.0
9,Arunima Dugal,864,Qasim Handa,Competitor_Loyal,3.25,3.25,0.0,0.0
9,Arunima Dugal,1017,Dipta Sarin,Brand_Loyal,14.5,14.5,0.0,0.0
9,Arunima Dugal,1291,Nidhi Kohli,Competitor_Loyal,2.13,2.13,0.0,0.0
9,Arunima Dugal,1309,Nimrat Dubey,Competitor_Loyal,2.5,2.5,0.0,0.0
9,Arunima Dugal,1322,Wazir Naik,Brand_Loyal,15.5,15.5,0.0,0.0
9,Arunima Dugal,1954,Chasmum Issac,Brand_Loyal,10.75,10.75,0.0,0.0
10,Gayathri Chaudry,43,Mohini Sagar,Competitor_Loyal,2.67,2.67,0.0,0.0
10,Gayathri Chaudry,169,Aryan Narang,Competitor_Loyal,3.17,3.17,0.0,0.0
10,Gayathri Chaudry,286,Upma Bahl,Competitor_Loyal,1.42,1.42,0.0,0.0
10,Gayathri Chaudry,297,Lajita Sood,Competitor_Loyal,2.5,2.5,0.0,0.0
10,Gayathri Chaudry,541,Gautam Merchant,Competitor_Loyal,2.25,2.25,0.0,0.0
10,Gayathri Chaudry,642,Oviya Krishnan,Brand_Loyal,18.83,18.83,0.0,0.0
10,Gayathri Chaudry,813,Adweta Raj,Competitor_Loyal,1.88,1.88,0.0,0.0
10,Gayathri Chaudry,860,Indira Kanda,Competitor_Loyal,2.0,2.0,0.0,0.0
10,Gayathri Chaudry,965,Indira Chawla,Switcher,7.0,7.0,0.0,0.0
10,Gayathri Chaudry,1054,Advaith Varughese,Competitor_Loyal,1.75,1.75,0.0,0.0
10,Gayathri Chaudry,1099,Owen Choudhary,Brand_Loyal,15.5,15.5,0.0,0.0
10,Gayathri Chaudry,1125,Keya Ranganathan,Competitor_Loyal,3.0,3.0,0.0,0.0
10,Gayathri Chaudry,1606,Warda Ratta,Switcher,8.83,8.83,0.0,0.0
10,Gayathri Chaudry,1849,Vyanjana Chand,Switcher,6.5,6.5,0.0,0.0
10,Gayathri Chaudry,1871,Ishwar Kamdar,Switcher,7.75,7.75,0.0,0.0
